"b_a","M_0","V_0","K_0","R_0","b_q","b_p","p_S","p_H_cond_S","phi_E","phi_U","phi_S","h_V","gamma","N_0","E_0","z_0","C_0","social_distancing_start_time","quarantine_start_time","PCR_sens","sigma_M","beta_w_3","beta_w_2","beta_w_1","beta_w_0","g_0","g_F","sigma_epsilon","G_w_y_scaling","msg","iter_num","param_index","loglik","nfail","trace_num","loglist.se"
0,5,13,14,15.7781171300933,0.0785525794284776,0.0395188639036305,0.760310749734305,0.0709533287332396,1.09,1.09,0.2,0.125,63.8723197893032,8e+06,344.259120156608,18645.9545958446,0,17,22,0.9,0.448369049390102,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,15,-673.741417515449,,,0.00572255113149765
0,5,13,14,158.909496201954,0.114587716403095,0.00792795395287919,0.0646876035501649,0.569710174702541,1.09,1.09,0.2,0.125,70.3901283138918,8e+06,36882.6173717373,13098.1047167018,0,17,22,0.9,0.298569494305162,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,15,-637.299281785504,,,0.00796659051500939
0,5,13,14,151.879753343088,0.0759617948614568,0.021201858953372,0.0794766990568962,0.51517647870748,1.09,1.09,0.2,0.125,46.9313159961862,8e+06,8113.63632281296,12446.7896814326,0,17,22,0.9,0.317312814570563,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,16,-644.427236268938,,,0.00859336389512851
0,5,13,14,86.7449660672189,0.15396886268104,0.10510209088361,0.0688590354411615,0.532274268749389,1.09,1.09,0.2,0.125,239.956468943487,8e+06,32614.8258696524,18995.9397843254,0,17,22,0.9,0.310868026039433,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,16,-649.365742399824,,,0.0064992729567559
0,5,13,14,579.298319454607,0.0942791213284155,0.610113462094185,0.198773404580655,0.634903798096807,1.09,1.09,0.2,0.125,347.903184138713,8e+06,17438.9687660086,11863.6973502747,0,17,22,0.9,1.2847994398787,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,17,-758.566083204254,,,0.000440871840584465
0,5,13,14,12.4041242077523,0.20033182408706,0.996834729877434,0.0867591908553999,0.68039870936879,1.09,1.09,0.2,0.125,48.6009872608366,8e+06,54449.6213173213,4846.6208728808,0,17,22,0.9,0.286700492223201,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,17,-635.243718920093,,,0.00749461375516797
0.0344827586206897,5,13,14,85.5286717843931,0.0504755950931504,0.0133221340072638,0.111029228318797,0.599354821389748,1.09,1.09,0.2,0.125,31.9276617774898,8e+06,7950.13927427281,8075.66977034021,0,17,22,0.9,0.310455415323243,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,18,-643.00640192225,,,0.0123505998882342
0.0344827586206897,5,13,14,21.7342135995907,0.13663464412072,0.0618781777273568,0.142242759322222,0.147200275737249,1.09,1.09,0.2,0.125,16.5877648267351,8e+06,40908.2439950139,20166.1596581006,0,17,22,0.9,0.283979886578489,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,18,-630.898219518613,,,0.00819628867918777
0.0344827586206897,5,13,14,4.52090464862835,0.167419301454148,0.560051851295459,0.488596873183922,0.279330208920531,1.09,1.09,0.2,0.125,207.952667416017,8e+06,25876.5606799672,1358.6932883033,0,17,22,0.9,0.283920925315747,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,19,-631.416878542688,,,0.00448812486304182
0.0344827586206897,5,13,14,6.60103851335633,0.194649132334752,0.714892403950189,0.221757359263472,0.147453784932822,1.09,1.09,0.2,0.125,142.953008301052,8e+06,42321.888159715,9894.48966355179,0,17,22,0.9,0.275865823459894,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,19,-628.198141487659,,,0.00534490258004933
0.0344827586206897,5,13,14,16.7178523730654,0.117461224453027,0.451974090651292,0.318068071336522,0.167040037948924,1.09,1.09,0.2,0.125,193.988257690201,8e+06,12062.4195799379,25128.3466116997,0,17,22,0.9,0.470370076049964,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,20,-692.804820846117,,,0.00680569710529025
0.0344827586206897,5,13,14,1337.45401327829,0.186723867007827,0.00715241571050183,0.491143509773628,0.246238411403731,1.09,1.09,0.2,0.125,60.609555012082,8e+06,38508.2480400643,9685.75505808706,0,17,22,0.9,1.26984687512475,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,20,-758.057447838603,,,0.000412749352609922
0.0344827586206897,5,13,14,14.6706789093254,0.129061662215628,0.0430030809472815,0.225619317030365,0.105458311894496,1.09,1.09,0.2,0.125,31.0517258066799,8e+06,11522.0111524823,24097.2295844154,0,17,22,0.9,0.287668380106954,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,21,-636.551432155738,,,0.0084485126970217
0.0344827586206897,5,13,14,8.60570566027073,0.196920397945255,0.519016335784795,0.176998189027002,0.169840409052752,1.09,1.09,0.2,0.125,87.6261586327111,8e+06,51445.011855397,10709.4983980749,0,17,22,0.9,0.275609648116523,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,21,-628.197827289023,,,0.00689030030539539
0.0344827586206897,5,13,14,19.8904629389756,0.132034569751305,0.665664236322145,0.0950056051684905,0.643579554952703,1.09,1.09,0.2,0.125,216.204349918405,8e+06,33535.1199652675,5044.71437743176,0,17,22,0.9,0.295494429857991,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,22,-636.723671701597,,,0.00848931193536962
0.0344827586206897,5,13,14,112.278371600765,0.121338222740129,0.00819333376659428,0.0624267605838506,0.58331210831037,1.09,1.09,0.2,0.125,15.6695771585328,8e+06,43835.1734880167,11250.681837749,0,17,22,0.9,0.295449411341892,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,22,-638.27373698827,,,0.00895897462239603
0.0344827586206897,5,13,14,111.398782899518,0.122103238283539,0.00743156317778969,0.0620178104527164,0.583009746977531,1.09,1.09,0.2,0.125,65.4392743960887,8e+06,34572.8987263081,15236.8824797093,0,17,22,0.9,0.29860419389452,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,23,-640.234199701636,,,0.00886635926755803
0.0344827586206897,5,13,14,11.0868888914826,0.0587070931217934,0.97651802244956,0.697599002009788,0.113582364041969,1.09,1.09,0.2,0.125,62.5648241288533,8e+06,2435.43972509311,11093.2109547725,0,17,22,0.9,0.470084200366079,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,23,-670.80460763293,,,0.0028695353708468
0.0344827586206897,5,13,14,120.43501328793,0.0929328864955016,0.00505702809653648,0.0663828516454676,0.576263810849429,1.09,1.09,0.2,0.125,62.5310010575942,8e+06,23686.8433821164,11857.19055977,0,17,22,0.9,0.299027420474267,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,24,-635.761205432127,,,0.012257096981924
0.0344827586206897,5,13,14,17.0429182640475,0.199347497181045,0.98444642260568,0.0844034194440815,0.444996172402817,1.09,1.09,0.2,0.125,7.74405233911778,8e+06,33580.4349135725,15811.1555768351,0,17,22,0.9,0.319775378845715,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,24,-647.617867214461,,,0.0067186291794379
0.0344827586206897,5,13,14,113.375200001194,0.0868612537197075,0.0263391770873732,0.0696558484407974,0.611724035753939,1.09,1.09,0.2,0.125,1.75774798225905,8e+06,28910.1730397492,8108.81567408904,0,17,22,0.9,0.292081737420647,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,25,-635.845905279277,,,0.0139098819194455
0.0344827586206897,5,13,14,11.7525447932301,0.141919409644067,0.906118404743711,0.130511391269417,0.740333736529612,1.09,1.09,0.2,0.125,231.693895860807,8e+06,35051.53912358,2551.12032303092,0,17,22,0.9,0.293996548205824,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,25,-632.924943383766,,,0.00567945264942333
0.0344827586206897,5,13,14,462.021210948588,0.182577492888168,0.112467613668406,0.845325650956943,0.142275223384201,1.09,1.09,0.2,0.125,143.316398064292,8e+06,19359.8169532823,20788.4330889668,0,17,22,0.9,1.2882262910303,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,26,-759.696665280781,,,0.00022663846437765
0.0344827586206897,5,13,14,6.77286448193285,0.233892073260901,0.879772343905973,0.14792637353389,0.169611255131322,1.09,1.09,0.2,0.125,16.3485119949497,8e+06,66820.9543636369,11919.7033091373,0,17,22,0.9,0.275037586273515,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,26,-630.162601666442,,,0.00729323005364283
0.0344827586206897,5,13,14,66.4742291608433,0.0548056470141522,0.0491544926804212,0.121519339834139,0.620616327104655,1.09,1.09,0.2,0.125,930.292683628966,8e+06,13770.1403004969,5901.76458639755,0,17,22,0.9,0.310343049278749,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,27,-639.600560022083,,,0.0117423059936074
0.0344827586206897,5,13,14,6.04730642402373,0.213926328434541,0.92701405905295,0.187877237902883,0.129002359887839,1.09,1.09,0.2,0.125,88.4159202424203,8e+06,46631.7777809411,14919.5852097788,0,17,22,0.9,0.277245547987787,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,27,-628.984439131476,,,0.00807364993850998
0.0344827586206897,5,13,14,12.7184527553411,0.111058268111553,0.824273976361884,0.253905392041434,0.294513048625567,1.09,1.09,0.2,0.125,187.584781059507,8e+06,40459.5426147759,13967.167544377,0,17,22,0.9,0.453719236611982,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,28,-670.044900022706,,,0.00465831980683795
0.0344827586206897,5,13,14,15.3525756571091,0.143077182811479,0.151939322968259,0.173385818547571,0.122817715926111,1.09,1.09,0.2,0.125,426.176840188947,8e+06,27728.6138963616,23373.5936435947,0,17,22,0.9,0.284253664129802,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,28,-632.905555765094,,,0.0124620100071383
0.0344827586206897,5,13,14,6.10317779238065,0.119436392496622,0.118089595284374,0.581329251422851,0.137782694305373,1.09,1.09,0.2,0.125,86.7822835146299,8e+06,10659.8486458438,5171.82630537232,0,17,22,0.9,0.277750835565879,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,29,-631.392026332552,,,0.00841223035596132
0.0344827586206897,5,13,14,8.19569375081046,0.0534104928914156,0.0728306700364088,0.989193848313721,0.139432126243864,1.09,1.09,0.2,0.125,19.8137212063547,8e+06,16943.222463119,6795.65030126382,0,17,22,0.9,0.448129030775226,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,29,-682.563859630131,,,0.00490907285352839
0.0344827586206897,5,13,14,373.410500169855,0.105972070661976,0.653472744418938,0.398164101249451,0.312794477879479,1.09,1.09,0.2,0.125,174.297885618073,8e+06,36001.1349537818,15688.0337960336,0,17,22,0.9,1.29264024441544,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,30,-759.363381288309,,,0.000305630174572363
0.0344827586206897,5,13,14,127.490091810555,0.0910624904243582,0.00204725280995894,0.073287905235489,0.506478031533491,1.09,1.09,0.2,0.125,273.439765315011,8e+06,871.567351366868,18519.2158477833,0,17,22,0.9,0.318212455421148,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,30,-650.555889389744,,,0.00858622183359507
0.0344827586206897,5,13,14,15.6602600261129,0.155349741154917,0.917808157366569,0.0884204880234913,0.603275005700478,1.09,1.09,0.2,0.125,996.305339884505,8e+06,35910.703568649,6322.52082723422,0,17,22,0.9,0.295015314045213,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,31,-636.790060726806,,,0.00739943608493729
0.0344827586206897,5,13,14,11.0654155703135,0.0896835869391649,0.548868308859008,0.591263925908701,0.107885994417315,1.09,1.09,0.2,0.125,11.3932111004963,8e+06,416.337630979428,31991.6425609121,0,17,22,0.9,0.486377228636171,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,31,-679.052156763762,,,0.00380986380993901
0.0344827586206897,5,13,14,87.7619390418748,0.124569067274692,0.0475665596522159,0.062805248531444,0.617187050970345,1.09,1.09,0.2,0.125,265.199994026804,8e+06,43620.3473700241,10224.5946644419,0,17,22,0.9,0.2933622169933,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,32,-635.613746926414,,,0.0109331297282258
0.0344827586206897,5,13,14,4.01826723340269,0.16080862664113,0.927258484919927,0.515139125178057,0.190564159795041,1.09,1.09,0.2,0.125,44.9034597701324,8e+06,18790.7424893836,2834.01844903545,0,17,22,0.9,0.275753605733647,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,32,-628.469686094464,,,0.00840714316092248
0.0344827586206897,5,13,14,81.8494495560805,0.0697754187775583,0.0780641802153244,0.0863532501254334,0.572701024721898,1.09,1.09,0.2,0.125,383.906517326878,8e+06,7407.41149394878,11248.2724251256,0,17,22,0.9,0.318920054722626,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,33,-648.53815320795,,,0.0456875958449321
0.0344827586206897,5,13,14,16.1427858302373,0.167455225619158,0.215821038610944,0.133816730120165,0.133991808199268,1.09,1.09,0.2,0.125,9.27131631045719,8e+06,49695.7001277497,23056.299621617,0,17,22,0.9,0.281210500175172,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,33,-630.245445789142,,,0.00928241782084676
0.0344827586206897,5,13,14,11.9857595402222,0.1953549603891,0.99258675042683,0.0836024845873119,0.680721901834451,1.09,1.09,0.2,0.125,48.4562267162711,8e+06,55729.7907380831,4827.41776180396,0,17,22,0.9,0.286492635083185,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,34,-632.755183354848,,,0.00662809332009457
0.0689655172413793,5,13,14,74.2986033440035,0.0558388417826721,0.0295979738908149,0.0973436122049374,0.609361805264126,1.09,1.09,0.2,0.125,46.1947757620894,8e+06,9560.88855781434,8414.15072899803,0,17,22,0.9,0.311401956173045,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,34,-641.857233176041,,,0.00620679598751538
0.0689655172413793,5,13,14,9.30384305463606,0.184287227748371,0.388598371915025,0.173069067622843,0.132326139798848,1.09,1.09,0.2,0.125,585.089047790422,8e+06,49254.7926322434,17016.7702218299,0,17,22,0.9,0.2784686043454,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,35,-629.320893665721,,,0.00997497829654735
0.0689655172413793,5,13,14,251.101327744683,0.43474442226349,0.892214804467765,0.137650710905554,0.884973152095814,1.09,1.09,0.2,0.125,68.7170844348039,8e+06,16146.5682611128,9235.19767208439,0,17,22,0.9,1.26206004613529,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,35,-757.610811373086,,,0.000397082348132965
0.0689655172413793,5,13,14,5.83915249916681,0.214732420129849,0.941223752291782,0.178128843252908,0.172225991989132,1.09,1.09,0.2,0.125,54.9745582437462,8e+06,53209.8593168623,9748.47043620761,0,17,22,0.9,0.276143691895289,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,36,-627.70324452902,,,0.00682539438996205
0.0689655172413793,5,13,14,25.7810208333607,0.179767532443784,0.599770538376443,0.0822231310957343,0.417484952666917,1.09,1.09,0.2,0.125,54.4508159410867,8e+06,16574.559864803,26170.3728284842,0,17,22,0.9,0.336365208540137,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,36,-656.295550983466,,,0.00756679609962051
