"M_0","V_0","K_0","R_0","b_q","b_a","b_p","p_S","p_H_cond_S","phi_E","phi_U","phi_S","h_V","gamma","N_0","E_0","z_0","C_0","social_distancing_start_time","quarantine_start_time","PCR_sens","sigma_M","beta_w_3","beta_w_2","beta_w_1","beta_w_0","g_0","g_F","sigma_epsilon","G_w_y_scaling"
5,13,14,4.42653627658299,0.121221754818549,0.98296686143315,0,0.286961857778204,0.193938150279958,1.09,1.09,0.2,0.125,9.63864216019309,8e+06,30583.4061193206,5323.7897803476,0,17,22,0.9,0.279457971271307,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162
