"b_a","M_0","V_0","K_0","R_0","b_q","b_p","p_S","p_H_cond_S","phi_E","phi_U","phi_S","h_V","gamma","N_0","E_0","z_0","C_0","social_distancing_start_time","quarantine_start_time","PCR_sens","sigma_M","beta_w_3","beta_w_2","beta_w_1","beta_w_0","g_0","g_F","sigma_epsilon","G_w_y_scaling","msg","iter_num","param_index","loglik","nfail","trace_num","loglist.se","Antibody_Mean_LL","Antibody_LL_SE","Median_Herd_Immunity","combo_num","sim_subset_index","duration_of_symp_1","duration_of_symp_2","duration_of_symp","gamma_total","Beta","R_0_P","R_0_A","R_0_S_1","R_0_S_2","R_0_NGM","b_a_times_b_p","b_a_plus_b_p"
0.482758620689655,5,13,14,4.0636660919642,0.182656085607366,0.904270330460413,0.169930204327642,0.17874159122424,1.09,1.09,0.2,0.125,112.933888076591,8e+06,53286.5518025836,10607.9997798749,0,17,22,0.9,0.277480090257833,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,244,-628.068557232942,NA,NA,0.0117906059161627,-26.1880007380258,0.00588707580838092,0.1755718125,60,1,5,0.00885473808642634,5.00885473808643,0.19964643661877,0.811296454869177,0.673056250776067,1.62552716471061,0.689318861731054,0.00100254922798803,2.98890482644572,0.436544297463648,1.38702895115007
0.517241379310345,5,13,14,3.98448673589664,0.186978839659062,0.881790960039323,0.15534199247162,0.173014023136256,1.09,1.09,0.2,0.125,33.4019167946209,8e+06,60312.5754130683,11401.18803997,0,17,22,0.9,0.276543142730295,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,260,-627.979267254502,NA,NA,0.00982113217140755,-24.9046385390836,0.00288927024944844,0.1911199375,65,1,5,0.0299384016237368,5.02993840162374,0.198809591719291,0.792154181174543,0.640838895336756,1.73042941118836,0.615274044241891,0.00304666950489637,2.9895890202719,0.456098772434133,1.39903233934967
0.517241379310345,5,13,14,4.21188584148687,0.185997196341327,0.872621061979463,0.135056254622316,0.17537468709053,1.09,1.09,0.2,0.125,50.7890982560929,8e+06,65649.0490764032,12676.2964078736,0,17,22,0.9,0.27524393876529,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,261,-627.943915683059,NA,NA,0.00684906195302792,-24.9675786195733,0.00424750175476093,0.2236506875,66,1,5,0.0196892647110551,5.01968926471106,0.19921551858401,0.839073022128455,0.671736506099129,1.87694214415127,0.566610298616484,0.00183992711364311,3.11712887598053,0.451355721713515,1.38986244128981
0.551724137931034,5,13,14,5.77644727796324,0.148769452021283,0.258877498740212,0.151704725303182,0.184326000634539,1.09,1.09,0.2,0.125,194.903437297251,8e+06,56052.1790810196,11154.9603481707,0,17,22,0.9,0.281087667655759,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,271,-628.557626880263,NA,NA,0.00468879851632998,-24.6904390706932,0.0021714938965067,0.198692875,68,1,5,0.00513074583941216,5.00513074583941,0.199794980546965,1.15410517153123,0.274102623934999,2.70075024417408,0.875416040090637,0.000732726023133586,3.85100163422285,0.142828964822186,0.810601636671246
0.586206896551724,5,13,14,6.17148563737009,0.133706407308029,0.1400546889273,0.164582950720644,0.166001962023639,1.09,1.09,0.2,0.125,182.122462925155,8e+06,44295.4368325449,12335.0305433038,0,17,22,0.9,0.280496277183882,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,288,-629.174971880425,NA,NA,0.00749755838165325,-25.4549636781783,0.00435376982346389,0.183387125,70,1,5,0.00549081087493836,5.00549081087494,0.199780608492458,1.23294315593626,0.158421532265776,3.0190292181801,1.01460711337406,0.00092924324466068,4.1929871070646,0.0821010245435896,0.726261585479024
0.655172413793103,5,13,14,3.55772358522412,0.174902252310891,0.955907745866957,0.166986175964872,0.174302258159486,1.09,1.09,0.2,0.125,82.2099401957903,8e+06,53217.7865225582,10534.2466191235,0,17,22,0.9,0.279804297512362,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,326,-628.032451809259,NA,NA,0.00564411029790982,-25.7607646566638,0.0052297076683319,0.1794195,74,1,5,0.0121639791686797,5.01216397916868,0.199514621659657,0.709817875075629,0.622495784348273,1.93697826676199,0.592648862951952,0.00119048578962191,3.15331339985183,0.626284385223178,1.61108015966006
0.689655172413793,5,13,14,4.93040385730522,0.154109098767869,0.462037014938493,0.148627975867956,0.183642441322138,1.09,1.09,0.2,0.125,2.66360663910685,8e+06,55541.0154281475,11957.9937274547,0,17,22,0.9,0.282757869840358,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,343,-629.022761379489,NA,NA,0.00628093347642198,-24.5034363145361,0.00207656757830168,0.2082880625,76,1,5,0.37543081073537,5.37543081073537,0.186031601039843,0.917210923347506,0.388793942286661,2.69271627712547,0.681616014905594,0.0417811232119956,3.80490735752972,0.318646217198961,1.15169218735229
0.793103448275862,5,13,14,3.44829060074148,0.176807885237892,0.878944113665681,0.12922859824818,0.17842540564339,1.09,1.09,0.2,0.125,44.8724334953418,8e+06,66466.0659815057,13403.65224991,0,17,22,0.9,0.27787149742192,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,393,-628.152866223057,NA,NA,0.0130231727279991,-25.5641059108731,0.00522680365586601,0.231856,81,1,5,0.0222853971158888,5.02228539711589,0.199112539596866,0.686597898781639,0.553652460173713,2.37086305853874,0.443640420098485,0.00162453279125344,3.36978047160219,0.697093607390023,1.67204756194154
0.862068965517241,5,13,14,3.32802726070047,0.168174331694706,0.867465582949067,0.142437187148534,0.177750746909483,1.09,1.09,0.2,0.125,220.18457884774,8e+06,59726.8071224075,12448.1101565546,0,17,22,0.9,0.27793434105383,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,426,-628.293432868535,NA,NA,0.0109444689691293,-24.6123573928642,0.00275043163114648,0.21412825,84,1,5,0.0045416441298167,5.00454164412982,0.199818499097309,0.665001412188097,0.52923471347312,2.45810552407854,0.473604653009377,0.000353722385314225,3.46129861294635,0.747815157714713,1.72953454846631
0.862068965517241,5,13,14,3.35047693946162,0.162628992593302,0.907587805149122,0.151633565290282,0.159498684886065,1.09,1.09,0.2,0.125,419.979644700672,8e+06,49681.0791108891,14387.4012223199,0,17,22,0.9,0.27873812110909,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,427,-628.944345664986,NA,NA,0.00993271935111566,-24.4228009682267,0.00186344695201549,0.2019025625,85,1,5,0.0023810677793985,5.0023810677794,0.199904802623105,0.669776431276341,0.557688918534593,2.44920622006253,0.507802941109166,0.000203252250534748,3.51490133195683,0.782403280300967,1.76965677066636
0.862068965517241,5,13,14,3.66512546960611,0.161504428743601,0.706164094680958,0.145253079787193,0.162001917954581,1.09,1.09,0.2,0.125,7.5347950266631,8e+06,53394.4165377654,15016.3147052776,0,17,22,0.9,0.278516267811866,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,428,-629.021882309359,NA,NA,0.00560149151592136,-24.492395485634,0.00226142572947829,0.2110393125,86,1,5,0.132717611621993,5.13271761162199,0.194828563670774,0.714071130916531,0.462615957524293,2.6308193963956,0.51860515476375,0.0115355526857206,3.62357606136937,0.608762150587032,1.5682330601982
0.896551724137931,5,13,14,3.23769879748521,0.171262134311162,0.90871710589319,0.133951452481905,0.18593192940274,1.09,1.09,0.2,0.125,48.9260025180964,8e+06,65653.3469982493,12124.7589308463,0,17,22,0.9,0.279346677170695,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,444,-628.511309443345,NA,NA,0.00749490576520245,-25.4564773107573,0.00495645645798255,0.23117525,89,1,5,0.0204390293204544,5.02043902932045,0.199185767252581,0.644903519109852,0.537646660060402,2.50370028558177,0.431928815477283,0.00143735208009646,3.47471311319955,0.81471188804217,1.80526883003112
0.96551724137931,5,13,14,2.92791450622503,0.169483137013984,0.976218678812398,0.15674831545491,0.194517155085681,1.09,1.09,0.2,0.125,209.211100840793,8e+06,58301.6013273068,9810.28684740063,0,17,22,0.9,0.275259064812683,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,476,-628.119509972496,NA,NA,0.00840506193703893,-24.8735915925411,0.00253426575693974,0.192838375,93,1,5,0.0047798610875863,5.00477986108759,0.19980898815851,0.585023634903447,0.523955045816027,2.38155528235667,0.458507346362118,0.000353059469863334,3.36437073400467,0.942555965749901,1.94173592019171
0.96551724137931,5,13,14,3.08323595113733,0.163872954855102,0.986547518875655,0.154388023488546,0.173514416164415,1.09,1.09,0.2,0.125,11.7279140078922,8e+06,54806.4054783824,11625.0083667271,0,17,22,0.9,0.275829955081216,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,478,-628.763764835152,NA,NA,0.0120625654668879,-24.5051182509099,0.00186562123470134,0.2021783125,94,1,5,0.0852666552062932,5.08526665520629,0.196646521766209,0.606307625575684,0.548762645584478,2.47510822583389,0.468033179693316,0.00659661514422679,3.49850066625591,0.952528638914425,1.95206476025497
