"G_w_y_scaling","M_0","V_0","K_0","R_0","b_q","b_a","b_p","p_S","p_H_cond_S","phi_E","phi_U","phi_S","h_V","gamma","N_0","E_0","z_0","C_0","social_distancing_start_time","quarantine_start_time","PCR_sens","sigma_M","beta_w_3","beta_w_2","beta_w_1","beta_w_0","g_0","g_F","sigma_epsilon","msg","iter_num","param_index","loglik","nfail","trace_num","loglist.se"
0,5,13,14,9.74280004441794,0.150772982931575,0.257498401974412,0.633666233502896,0.0987524183180667,0.921830964269688,1.09,1.09,0.2,0.125,5.27170999028968,8e+06,54283.3197058982,10309.7968105349,0,17,22,0.9,0.42100043073393,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,11,-687.884673624385,,,0.000921905413338701
0,5,13,14,5.57561051701411,0.116245582203036,0.828667003513619,0.540716189130323,0.119251616288572,0.901605782123655,1.09,1.09,0.2,0.125,669.182220455193,8e+06,43215.5678856946,7968.03812623127,0,17,22,0.9,0.449179175663807,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,12,-685.780545503072,,,0.00101051549065741
0,5,13,14,14.1849092591838,0.126466587482795,0.0101512901786067,0.478858467585287,0.19122222016774,0.836171954168396,1.09,1.09,0.2,0.125,74.1035155934794,8e+06,12245.7540920456,21813.1683017182,0,17,22,0.9,0.419276707449093,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,12,-688.248452323657,,,0.00134458741583052
0,5,13,14,185.83943647456,0.214494321404839,0.162211001230332,0.983630707910105,0.421190443202086,0.615931434275989,1.09,1.09,0.2,0.125,293.936660908141,8e+06,17129.4595973148,8385.76129603522,0,17,22,0.9,1.31753501849066,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,13,-763.161597604773,,,9.44341437677786e-05
0,5,13,14,106.876828883387,0.0756397676132503,0.589639085004777,0.499784598364996,0.597567227096248,0.786743883811045,1.09,1.09,0.2,0.125,90.4502215760977,8e+06,51420.150761377,23123.7154000472,0,17,22,0.9,1.30936890571123,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,13,-763.040480813345,,,9.90854273169379e-05
0,5,13,14,4.78154270499083,0.0920007759139656,0.464485084760768,0.724726236198364,0.849549166776264,0.874648568072966,1.09,1.09,0.2,0.125,116.55214507478,8e+06,4910.57697268731,1891.42355646015,0,17,22,0.9,0.430276219211234,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,14,-687.78849392442,,,0.000970370662983536
0,5,13,14,4.88390040933684,0.108778506602172,0.928142650891229,0.543347882949759,0.190107659268554,0.874366032716101,1.09,1.09,0.2,0.125,87.3990101700763,8e+06,18343.0729215592,14069.0569605819,0,17,22,0.9,0.425435978479791,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,14,-688.706254625296,,,0.0011196597676272
0,5,13,14,9.71338906090118,0.15763429494593,0.118877378991277,0.852703890692911,0.11410837641294,0.848153235910842,1.09,1.09,0.2,0.125,198.170369383433,8e+06,47595.4856296842,5130.46578825338,0,17,22,0.9,0.415223557785336,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,15,-687.613023363419,,,0.000735219484505416
0,5,13,14,9.61367694364138,0.06984059242032,0.616621718095981,0.173073098678572,0.443611085750291,0.228342858264609,1.09,1.09,0.2,0.125,411.904184009111,8e+06,32365.4283639356,9995.86044861292,0,17,22,0.9,0.552231099776206,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,15,-693.142067666227,,,0.00115665379849449
0,5,13,14,7.37429040261961,0.127611435247817,0.115915717932457,0.360790013883023,0.366069218282571,0.305756425791886,1.09,1.09,0.2,0.125,264.359378176596,8e+06,23318.1929887619,1979.80231636456,0,17,22,0.9,0.435499964371224,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,16,-685.275823162524,,,0.00116320112329543
0,5,13,14,3.83797780367217,0.133756461485781,0.741546164898294,0.553503991362992,0.328479118705765,0.57812674271843,1.09,1.09,0.2,0.125,219.943612319249,8e+06,50205.5486239223,15580.7028280987,0,17,22,0.9,0.472633120709665,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,16,-692.244024079903,,,0.000631926428133209
0,5,13,14,334.68552567775,0.0590944592964214,0.505613986436669,0.524443826417658,0.580511791776513,0.626263326596489,1.09,1.09,0.2,0.125,355.215539863913,8e+06,38409.0069872794,20971.3426140366,0,17,22,0.9,1.30334635111416,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,17,-762.955737701973,,,0.000109501575687736
0,5,13,14,5.77169632404178,0.0925203256056774,0.988935575941939,0.0161811177682644,0.276478191670645,0.934897764512108,1.09,1.09,0.2,0.125,2141.74746420316,8e+06,10034.4757811738,8638.36001501431,0,17,22,0.9,0.450762818527027,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,17,-686.93178270736,,,0.000820018683919427
0.0113793103448276,5,13,14,4.90114390152172,0.128274328262357,0.762223704854689,0.130066439613144,0.249010108547392,0.0135527090973934,1.09,1.09,0.2,0.125,135.879332847307,8e+06,14324.9049822974,18647.2542589018,0,17,22,0.9,0.400124219417937,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,18,-674.652017784072,,,0.00241206788232841
0.0113793103448276,5,13,14,5.02057517322481,0.167429590810623,0.350716040882697,0.693486715880707,0.200219194124414,0.0255680480994239,1.09,1.09,0.2,0.125,301.01865702965,8e+06,42553.2954604848,9256.88506333521,0,17,22,0.9,0.39721101517855,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,18,-673.599493856546,,,0.00163269225530939
0.0113793103448276,5,13,14,27.4912388272224,0.0905288170069273,0.476974045467383,0.00495339412310473,0.074453728140415,0.497587728687369,1.09,1.09,0.2,0.125,485.726637558501,8e+06,1027.72064914951,16473.5244397008,0,17,22,0.9,0.443680477209562,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,19,-685.762285155338,,,0.0010339736550683
0.0113793103448276,5,13,14,31.532798969157,0.119251622311436,0.200274887509428,0.222932407155,0.0667009393893737,0.583143225448037,1.09,1.09,0.2,0.125,218.403022387815,8e+06,24077.090951644,11179.2292640039,0,17,22,0.9,0.417905931551702,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,19,-683.232972495963,,,0.00180638481129243
0.0113793103448276,5,13,14,4.31288896888404,0.130844892762373,0.754469859670623,0.894480727181149,0.181833897991482,0.6256657510883,1.09,1.09,0.2,0.125,263.461838620269,8e+06,48132.000765917,20795.0285916241,0,17,22,0.9,0.459345469151295,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,20,-688.282068695605,,,0.000897822674801079
0.0113793103448276,5,13,14,17.2869224512611,0.158010715059559,0.00266108017825632,0.40859502883089,0.133493708384728,0.975671564349783,1.09,1.09,0.2,0.125,71.3176005667895,8e+06,30066.60798255,16846.6165638367,0,17,22,0.9,0.430852478600462,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,20,-685.568243016822,,,0.00082631976267589
0.0113793103448276,5,13,14,12.1901109401625,0.153020718950726,0.595609296898455,0.285910560821964,0.0608374861358595,0.629082780134756,1.09,1.09,0.2,0.125,183.206774101794,8e+06,45941.1522402457,19602.9693955114,0,17,22,0.9,0.435847874800663,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,21,-683.122437521635,,,0.00161634713135055
0.0113793103448276,5,13,14,5.82027355358843,0.14321246946751,0.0144858672019561,0.90785621532537,0.383219125599247,0.817160589791666,1.09,1.09,0.2,0.125,99.7007142791099,8e+06,19229.1478999418,10119.1886535239,0,17,22,0.9,0.423581622373916,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,21,-689.30759369525,,,0.000831589416767993
0.0113793103448276,5,13,14,16.1407314082765,0.073141947085367,0.984214240689058,0.539530984782284,0.076735323221639,0.455024838426703,1.09,1.09,0.2,0.125,597.663848064863,8e+06,9797.65367423197,3233.48756779896,0,17,22,0.9,0.41329934658498,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,22,-671.576905117757,,,0.00204958400048451
0.0113793103448276,5,13,14,14.1623716678483,0.137861045397453,0.0857529009195781,0.0495877961013153,0.179500184143262,0.0199063423151612,1.09,1.09,0.2,0.125,2792.66107403454,8e+06,42151.0707555974,15483.6601258611,0,17,22,0.9,0.400203622265089,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,22,-673.478834687067,,,0.00238673378267127
0.0113793103448276,5,13,14,1.78303165311725,0.243776638838025,0.59719109879568,0.62456711400365,0.930539422687747,0.764495675832183,1.09,1.09,0.2,0.125,627.087903502682,8e+06,40323.7620762235,7835.13654226295,0,17,22,0.9,0.449792863042284,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,23,-694.90625993476,,,0.000673195395009288
0.0113793103448276,5,13,14,6.30792736862298,0.0797233110269257,0.97352980320167,0.946453846881433,0.408194897434254,0.261564463409622,1.09,1.09,0.2,0.125,259.554780300021,8e+06,18440.2966071681,17539.7394547478,0,17,22,0.9,0.599340393469292,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,23,-699.195170809887,,,0.000385065191900944
0.0113793103448276,5,13,14,13.8498201187129,0.0676567868687588,0.504352668258164,0.0940160570334752,0.144837373940656,0.223017050782822,1.09,1.09,0.2,0.125,268.620755141467,8e+06,26436.4888631281,1125.02691062555,0,17,22,0.9,0.407833280162748,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,24,-676.331030987783,,,0.00231909280166229
0.0113793103448276,5,13,14,703.11813249756,0.261666437509027,0.987684773171075,0.880061245442285,0.484891419594489,0.361059374782886,1.09,1.09,0.2,0.125,7.3982860657246,8e+06,40566.1699746705,17222.0313045508,0,17,22,0.9,1.31445811831711,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,24,-762.898391477205,,,0.000123675730223003
0.0113793103448276,5,13,14,13.3606924764636,0.132206258096749,0.895893279928774,0.347396304321533,0.375520620720032,0.117180979773735,1.09,1.09,0.2,0.125,25.6414924955906,8e+06,13280.0218884539,6179.6549554668,0,17,22,0.9,0.642214688742242,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,25,-697.084515725158,,,0.000703627886873168
0.0113793103448276,5,13,14,66.8063771053732,0.0264997972976027,0.504343525850743,0.0348475106618,0.121190901217649,0.351138694403521,1.09,1.09,0.2,0.125,388.43095615324,8e+06,2994.88433203185,699.772076332247,0,17,22,0.9,0.419729535199201,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,25,-668.402931973892,,,0.00342463961523924
0.0113793103448276,5,13,14,200.214246639334,0.109831714334704,0.086324547253122,0.882980698579055,0.844528347454492,0.191364899340816,1.09,1.09,0.2,0.125,190.99956413068,8e+06,43388.4624653774,8530.49613102207,0,17,22,0.9,1.306903652499,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,26,-762.62753151166,,,0.000145014513369455
0.0113793103448276,5,13,14,18.5852966592497,0.12687994497745,0.487416613785313,0.0342325983893539,0.0640344054996829,0.622027183294392,1.09,1.09,0.2,0.125,216.125640301555,8e+06,22616.995532896,25019.5362438853,0,17,22,0.9,0.449327084932139,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,26,-684.150140617135,,,0.000865876723630596
0.0113793103448276,5,13,14,61.1470202972967,0.103168881564723,0.0825922933225031,0.162871661311985,0.0679260895853658,0.58276851900365,1.09,1.09,0.2,0.125,304.52949264722,8e+06,9268.9254876331,13348.2360331064,0,17,22,0.9,0.42611690974376,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,27,-684.800087450136,,,0.00186940007347882
0.0113793103448276,5,13,14,10.7261975498815,0.107657818668694,0.960230854670188,0.67326895101895,0.0675000777323477,0.553936405234441,1.09,1.09,0.2,0.125,598.560968027177,8e+06,31887.9399175382,3030.89636495793,0,17,22,0.9,0.412033071268821,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,27,-678.626562088121,,,0.00175699230280085
0.0113793103448276,5,13,14,9.69796652350082,0.120615333642722,0.640424211647206,0.698286123513058,0.0680640099899125,0.683675043352733,1.09,1.09,0.2,0.125,199.797617975346,8e+06,21172.4753106415,21826.1550337228,0,17,22,0.9,0.442780185212035,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,28,-683.826360223369,,,0.000966021414750536
0.0113793103448276,5,13,14,22.9735862900747,0.147719811453803,0.0830492428484511,0.249969717136391,0.0807762829959223,0.933995836783598,1.09,1.09,0.2,0.125,328.741327302242,8e+06,58853.0149701832,8079.56887313765,0,17,22,0.9,0.424385807859615,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,28,-682.516371545675,,,0.00104125096937164
0.0113793103448276,5,13,14,40.2814742845548,0.142875551591654,0.0710378201441825,0.316962771949891,0.0654328496527842,0.560590174475555,1.09,1.09,0.2,0.125,763.520447609338,8e+06,18805.5503514015,14775.8956808526,0,17,22,0.9,0.435404167379629,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,29,-681.747213629618,,,0.00132022924207122
0.0113793103448276,5,13,14,4.37378205685893,0.170180526408326,0.110229261074134,0.958275984469636,0.369971096325365,0.0197500089485914,1.09,1.09,0.2,0.125,1091.62862694662,8e+06,20743.5228494774,7869.65599118073,0,17,22,0.9,0.388551378008465,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,29,-673.666441702024,,,0.0015541849124407
0.0113793103448276,5,13,14,519.012360739219,0.0841762121451739,0.510755165389284,0.565930991959654,0.297158890370797,0.587127319796987,1.09,1.09,0.2,0.125,134.82821727241,8e+06,46072.2261472068,18598.1474592178,0,17,22,0.9,1.30906069671248,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,30,-762.829236705422,,,0.000100759378212707
0.0113793103448276,5,13,14,8.03652995392708,0.140316645797714,0.346030980246375,0.0894584318276446,0.178492202296962,0.0253237607341479,1.09,1.09,0.2,0.125,341.982901822747,8e+06,42040.4225221395,14457.5218927704,0,17,22,0.9,0.382680727424995,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,30,-674.73300669383,,,0.00239979509985477
0.0113793103448276,5,13,14,163.724397849996,0.104112979333275,0.867685208024795,0.347908806158308,0.796272376507211,0.205240762352147,1.09,1.09,0.2,0.125,87.4144657279317,8e+06,17841.3068621159,16091.9598591421,0,17,22,0.9,1.3174301940339,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,31,-762.907838781993,,,6.71375639985911e-05
0.0113793103448276,5,13,14,10.8242820305253,0.125560642421996,0.677110288809166,0.89264733364154,0.0647132794093838,0.586612188182347,1.09,1.09,0.2,0.125,307.769662328275,8e+06,36939.5448294154,3029.68037454368,0,17,22,0.9,0.419547091405683,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,31,-678.661082972926,,,0.00123494247899635
0.0113793103448276,5,13,14,95.4306052555023,0.26970973022336,0.411677572572692,0.682097892867285,0.980363731419493,0.148792397151129,1.09,1.09,0.2,0.125,404.507917213413,8e+06,29125.3431653773,10245.372800504,0,17,22,0.9,1.31293374972429,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,32,-762.720146566807,,,0.000105499840496534
0.0113793103448276,5,13,14,15.6891925712811,0.133010193567584,0.0208444079850803,0.353931487468677,0.18733478949078,0.988831891876746,1.09,1.09,0.2,0.125,16.6446026943832,8e+06,5170.97477580632,25306.1206690524,0,17,22,0.9,0.430054913582914,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,32,-687.846517399646,,,0.00114617596926221
0.0113793103448276,5,13,14,30.0031849063516,0.0718226063528661,0.561495373782679,0.0184558968334808,0.0701078394588381,0.510936610578335,1.09,1.09,0.2,0.125,8.45073985252784,8e+06,25396.5837526653,1698.4456534992,0,17,22,0.9,0.399039058251458,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,33,-672.682631120042,,,0.00137838900362661
0.0113793103448276,5,13,14,6.72900076286622,0.0866448752982212,0.832014838917619,0.461853803977605,0.180155441828385,0.479177307902926,1.09,1.09,0.2,0.125,362.926863700877,8e+06,42110.8766721815,9915.41758682243,0,17,22,0.9,0.462114950294852,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,33,-687.901238211666,,,0.00100500755939774
0.0113793103448276,5,13,14,6.26874055018006,0.0816243666421858,0.988358906907367,0.165164999075808,0.248102950536831,0.853335858881654,1.09,1.09,0.2,0.125,814.042043668394,8e+06,13049.3578929889,6258.80607969215,0,17,22,0.9,0.434979628756328,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,34,-684.637557331276,,,0.0015702086963882
0.0227586206896552,5,13,14,3.78443067112057,0.131508574497221,0.863069647911516,0.61204282275357,0.301033225667784,0.0097885397961719,1.09,1.09,0.2,0.125,24.4394776721745,8e+06,11988.8918313461,14235.5318558161,0,17,22,0.9,0.363172509144119,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,34,-660.640349187972,,,0.00358928258419157
0.0227586206896552,5,13,14,5.80350299134293,0.192057477237828,0.130362532193991,0.868818731440667,0.184332678990491,0.0136316573957025,1.09,1.09,0.2,0.125,49.9575986779487,8e+06,43268.9810870484,11201.4809250284,0,17,22,0.9,0.354108212554812,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",1,35,-660.482247646962,,,0.00533427991125732
0.0227586206896552,5,13,14,7.96137046819484,0.0609241210796646,0.962522333839205,0.780008534100568,0.843811555791605,0.115414938289429,1.09,1.09,0.2,0.125,593.055767481345,8e+06,26180.1359601099,2428.19981218828,0,17,22,0.9,0.524032363551094,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,"mif1",2,35,-687.350304675758,,,0.000743064771377749
