"b_p","M_0","V_0","K_0","R_0","b_q","b_a","p_S","p_H_cond_S","phi_E","phi_U","phi_S","h_V","gamma","N_0","E_0","z_0","C_0","social_distancing_start_time","quarantine_start_time","PCR_sens","sigma_M","beta_w_3","beta_w_2","beta_w_1","beta_w_0","g_0","g_F","sigma_epsilon","G_w_y_scaling","msg","iter_num","param_index","loglik","nfail","trace_num","loglist.se"
0.137931034482759,5,13,14,7.93875947123418,0.150779401638169,0.393989004988929,0.132797594933709,0.202159798824925,1.09,1.09,0.2,0.125,62.8433447860197,8e+06,68786.3157214528,10619.0453204542,0,17,22,0.9,0.28001425704536,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,76,-628.696325507832,,,0.00892646079244381
0.137931034482759,5,13,14,34.0475567887069,0.0652216775704456,0.0450867833257376,0.166993689333071,0.716053983971121,1.09,1.09,0.2,0.125,253.233589734157,8e+06,17436.2380868872,2713.49979522103,0,17,22,0.9,0.301467565694464,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,77,-641.14426588848,,,0.011510585565422
0.137931034482759,5,13,14,10.8864967320201,0.0988245216073643,0.874984343790465,0.453418580322359,0.116602574996747,1.09,1.09,0.2,0.125,217.598315676706,8e+06,42052.7781077567,12671.4884555026,0,17,22,0.9,0.474102279630727,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,77,-672.406564977944,,,0.00197645835481764
0.137931034482759,5,13,14,12.9188334179129,0.10288350123837,0.692752756443921,0.0703613838447524,0.622039283151,1.09,1.09,0.2,0.125,38.7936371543296,8e+06,47712.1488341448,9493.57170641059,0,17,22,0.9,0.294269795191472,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,78,-634.216255316815,,,0.00837864416140134
0.137931034482759,5,13,14,19.0595446853993,0.113285483432494,0.523600911147216,0.0641670573997761,0.570891964202593,1.09,1.09,0.2,0.125,509.311675308929,8e+06,25154.5948792438,13729.3846347309,0,17,22,0.9,0.299488420527955,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,78,-636.246628038902,,,0.0108322494552357
0.137931034482759,5,13,14,4.42725773152867,0.122468995886576,0.127270765557189,0.761205673701489,0.15634076133016,1.09,1.09,0.2,0.125,116.555928029811,8e+06,10949.581857199,2834.48231943672,0,17,22,0.9,0.27840233961603,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,79,-629.867151893106,,,0.00863866975550362
0.137931034482759,5,13,14,8.39554665586281,0.0521333532481109,0.235191410430092,0.971157419163499,0.156534245395854,1.09,1.09,0.2,0.125,203.967506661302,8e+06,10570.4011744221,6672.12548456296,0,17,22,0.9,0.449305028123884,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,79,-681.375892036114,,,0.00560574256185092
0.137931034482759,5,13,14,14.5712661912621,0.11350744155901,0.697937323170236,0.0641290282408412,0.592206765665535,1.09,1.09,0.2,0.125,442.283370753534,8e+06,36017.3197308575,11482.8662872868,0,17,22,0.9,0.289841867309058,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,80,-638.191308056139,,,0.00995775021517067
0.137931034482759,5,13,14,4.35911135753079,0.117254246644607,0.918669709057638,0.370986292639766,0.0976598416543668,1.09,1.09,0.2,0.125,44.7382421718425,8e+06,1058.25758980029,16115.4606071042,0,17,22,0.9,0.297172479358267,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,80,-640.710655661381,,,0.0146005429869933
0.137931034482759,5,13,14,11.8066239811807,0.10187105696944,0.912173131941994,0.0644497430629365,0.609363454168394,1.09,1.09,0.2,0.125,225.884767450179,8e+06,38294.7766244634,8200.35395482459,0,17,22,0.9,0.294304579237167,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,81,-632.913268663352,,,0.0101549371639051
0.137931034482759,5,13,14,5.02218881632907,0.115552980492508,0.638566492649865,0.468505426882392,0.0991887353908414,1.09,1.09,0.2,0.125,8.08217938638876,8e+06,436.16517666844,12939.828083611,0,17,22,0.9,0.297402706941126,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,81,-640.781626271257,,,0.0159358126982812
0.137931034482759,5,13,14,15.2464168212857,0.114183952967515,0.653086852436144,0.0621095460909982,0.613624628712857,1.09,1.09,0.2,0.125,157.832797214303,8e+06,43833.8062020335,8711.36956933846,0,17,22,0.9,0.292011278020909,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,82,-636.614391070641,,,0.00919311240193213
0.137931034482759,5,13,14,5.03011103241145,0.122983050000561,0.116248746690916,0.651708352023965,0.193164121486465,1.09,1.09,0.2,0.125,69.9514932210949,8e+06,14763.854256418,2146.14984844757,0,17,22,0.9,0.278871560419365,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,82,-630.010996420102,,,0.00593277073925903
0.137931034482759,5,13,14,14.1879737481532,0.0512645252899617,0.612311468973087,0.669490074345024,0.110666870968309,1.09,1.09,0.2,0.125,239.0556962845,8e+06,8168.70497791848,7968.79474566457,0,17,22,0.9,0.456356017246713,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,83,-667.228541661227,,,0.00456159547536945
0.137931034482759,5,13,14,239.716622538624,0.0526766888930736,0.853464363595488,0.340231929066969,0.354517783775835,1.09,1.09,0.2,0.125,268.373682390854,8e+06,25746.8815791733,13022.3554746565,0,17,22,0.9,1.27206690883079,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,83,-758.502183858142,,,0.000218477310878915
0.137931034482759,5,13,14,9.08188874368914,0.123316147672606,0.994371278341666,0.0600165505538035,0.66970471623367,1.09,1.09,0.2,0.125,127.404584967239,8e+06,63673.0885444697,6990.83403268134,0,17,22,0.9,0.29392205647831,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,84,-632.130983527223,,,0.00627165222734781
0.172413793103448,5,13,14,3.96963591131375,0.122094757383919,0.736206423905944,0.666195905391518,0.128012496548089,1.09,1.09,0.2,0.125,294.02779258604,8e+06,9357.62732132855,4851.35213283061,0,17,22,0.9,0.281809925621722,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,84,-631.199589184141,,,0.0137795615568162
0.172413793103448,5,13,14,7.04109668787495,0.0707930649161207,0.0396960112073827,0.855446349149371,0.164660667934395,1.09,1.09,0.2,0.125,1005.38651972465,8e+06,36092.1731723764,15070.6105194096,0,17,22,0.9,0.424285983454027,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,85,-693.3631779024,,,0.00313746203243035
0.172413793103448,5,13,14,11.8888866955806,0.0992161130154215,0.922035864328144,0.0663075824572501,0.589694620866004,1.09,1.09,0.2,0.125,27.925588839082,8e+06,29980.4195959023,10187.1996170238,0,17,22,0.9,0.297064067258073,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,85,-633.945466207086,,,0.00599253119227772
0.172413793103448,5,13,14,13.2049582391847,0.119896186641957,0.698153236525044,0.0621368583643186,0.629058560567891,1.09,1.09,0.2,0.125,213.576821641675,8e+06,49365.7098600146,8316.48899347389,0,17,22,0.9,0.297219489979164,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,86,-635.372911697944,,,0.00817443144612558
0.172413793103448,5,13,14,13.8147886387821,0.109450696847708,0.81110829937009,0.067444014601779,0.536021117029846,1.09,1.09,0.2,0.125,108.905119999005,8e+06,15497.435327117,16402.5358017504,0,17,22,0.9,0.305769703728937,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,86,-643.936528162611,,,0.0163333293423278
0.172413793103448,5,13,14,395.356714234173,0.148275819353392,0.0177942177644818,0.326920701266171,0.393851443506132,1.09,1.09,0.2,0.125,275.000948095555,8e+06,50555.0231357838,7815.67295322652,0,17,22,0.9,1.26821975104763,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,87,-757.894741795315,,,0.000434025962561245
0.172413793103448,5,13,14,11.7241501021386,0.086250884436564,0.763672126363708,0.0760110301802817,0.711623798314538,1.09,1.09,0.2,0.125,542.089974889198,8e+06,42935.4343642558,4668.44007801066,0,17,22,0.9,0.293678693635325,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,87,-634.083287613366,,,0.0075624202125844
0.172413793103448,5,13,14,4.83919101215416,0.122851458102053,0.705385661324786,0.349040507895972,0.122346806551596,1.09,1.09,0.2,0.125,94.9606038152525,8e+06,14515.522718698,10325.1904007259,0,17,22,0.9,0.281561591732391,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,88,-632.661640281473,,,0.0109023495757952
0.172413793103448,5,13,14,92.6956734868793,0.703919423889602,0.0261547529478585,0.790723958105478,0.154442347750074,1.09,1.09,0.2,0.125,56.8864417128021,8e+06,34423.6746310086,6019.68504277577,0,17,22,0.9,1.27700668051962,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,88,-757.468998134367,,,0.000484734492154038
0.172413793103448,5,13,14,23.9788209616709,0.144418210442523,0.276688494846431,0.0622742584325627,0.603486838446632,1.09,1.09,0.2,0.125,33.5790839327533,8e+06,55306.8136462078,9970.44333777644,0,17,22,0.9,0.294036298914018,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,89,-633.28642044861,,,0.00424199206107368
0.172413793103448,5,13,14,11.6413704953351,0.114862960580127,0.889867991392731,0.063438505981323,0.593018344399941,1.09,1.09,0.2,0.125,1114.00008645508,8e+06,37135.1953493167,11201.3288771688,0,17,22,0.9,0.294914037959358,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,89,-637.806143120608,,,0.0107080819266427
0.172413793103448,5,13,14,3.48916694708206,0.121468559757678,0.990916821422257,0.976605637975417,0.0981595568428495,1.09,1.09,0.2,0.125,20.3327515785669,8e+06,2462.58299845789,5778.41288184357,0,17,22,0.9,0.289850108488731,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,90,-636.62094698829,,,0.0145416508422282
0.172413793103448,5,13,14,35.7740839615769,0.107060079835113,0.0412966412907692,0.0967780550327154,0.756911693665192,1.09,1.09,0.2,0.125,503.143991050967,8e+06,43304.4813340412,3276.558326632,0,17,22,0.9,0.291911452943715,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,90,-637.072877924795,,,0.00821174052508052
0.172413793103448,5,13,14,7.32064496394152,0.105000419786658,0.997450280004453,0.802079609642838,0.0725861106785438,1.09,1.09,0.2,0.125,1068.74297525333,8e+06,50266.8104045719,14400.7838865131,0,17,22,0.9,0.459334714055342,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,91,-705.43040747841,,,0.00368473454749158
0.172413793103448,5,13,14,14.0397312399806,0.0901945491615514,0.738760282253216,0.0685438897583085,0.637438666880071,1.09,1.09,0.2,0.125,15.3389853034814,8e+06,32931.3482091183,7552.24618922369,0,17,22,0.9,0.29442164033549,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,91,-634.075954789766,,,0.00742682783951112
0.172413793103448,5,13,14,8.92261298375713,0.0753004008720687,0.792370453680568,0.163851921983443,0.814320860083517,1.09,1.09,0.2,0.125,148.105919609309,8e+06,27201.5806527983,1754.89272660325,0,17,22,0.9,0.301497760395582,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,92,-637.628967904931,,,0.0100659199561517
0.172413793103448,5,13,14,4.55420443295364,0.116917091293729,0.825258398659494,0.392362931292501,0.125465503120382,1.09,1.09,0.2,0.125,201.36833824371,8e+06,8406.59884925974,10375.5273884694,0,17,22,0.9,0.284701535066117,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,92,-634.35357179044,,,0.0193415382301318
0.172413793103448,5,13,14,321.136505325586,0.116767670807461,0.0113097379308903,0.481607024067742,0.254685816956211,1.09,1.09,0.2,0.125,1279.03217949408,8e+06,23070.533397042,12876.5084502329,0,17,22,0.9,1.26700772153276,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,93,-758.432215852742,,,0.000309020096879699
0.172413793103448,5,13,14,13.4962297122728,0.157308562011457,0.0875325032272534,0.145659101123932,0.196744299266714,1.09,1.09,0.2,0.125,41.214007639569,8e+06,61735.5645818956,9921.9888218906,0,17,22,0.9,0.281565206704061,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,93,-629.645971940353,,,0.0079557372008327
0.172413793103448,5,13,14,10.6422032448233,0.115703028292163,0.966118439156661,0.0617118958711812,0.611977029535086,1.09,1.09,0.2,0.125,427.166299752945,8e+06,41792.5933106862,9841.55208708275,0,17,22,0.9,0.292531089556733,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,94,-636.452706984214,,,0.00821006496697505
0.172413793103448,5,13,14,212.719345701574,0.167172418172776,0.808334816269487,0.854896655637733,0.138127972311423,1.09,1.09,0.2,0.125,42.1122326127019,8e+06,43105.0066873847,6854.54579150746,0,17,22,0.9,1.27910484793209,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,94,-757.68569663255,,,0.000733434431477993
0.172413793103448,5,13,14,18.6134142636593,0.109479788792758,0.534451959524825,0.0666003480804405,0.553572892745148,1.09,1.09,0.2,0.125,245.714126193602,8e+06,21286.0359333393,13860.3238450991,0,17,22,0.9,0.295263087619352,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,95,-636.373774902944,,,0.00499445960418956
0.172413793103448,5,13,14,12.1658069082829,0.11956803323086,0.802005398345454,0.0625629362576335,0.613046698602787,1.09,1.09,0.2,0.125,112.537121732476,8e+06,48195.7887899967,8620.51333053284,0,17,22,0.9,0.293929104669358,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,95,-636.351246163053,,,0.00817151293166128
0.172413793103448,5,13,14,7.77185610575017,0.0587836564341733,0.0513073714107579,0.974496785371661,0.181803404971063,1.09,1.09,0.2,0.125,3.50279365945076,8e+06,15656.825351463,6184.04207594048,0,17,22,0.9,0.402728128939184,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,96,-671.392643148885,,,0.00386254660650712
0.172413793103448,5,13,14,97.6161032751913,0.0371808028477587,0.470400396729837,0.165410040830891,0.737967567673601,1.09,1.09,0.2,0.125,642.859228953461,8e+06,28984.3335190388,9571.08568390905,0,17,22,0.9,1.31064594398216,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,96,-758.724911012769,,,0.000497395812242859
0.172413793103448,5,13,14,4.13270212730527,0.120038591234188,0.889154467006307,0.477529361823561,0.109223141742656,1.09,1.09,0.2,0.125,35.5873432487906,8e+06,1006.15269530729,13162.3664977475,0,17,22,0.9,0.295069615231795,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,97,-640.55646798096,,,0.0180083747997835
0.172413793103448,5,13,14,9.91352922519538,0.0785322521967055,0.722974837607238,0.118999806704219,0.790974102841145,1.09,1.09,0.2,0.125,746.179302334181,8e+06,35012.5614684771,2789.80452813625,0,17,22,0.9,0.292971428703252,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,97,-635.021379425166,,,0.0125037651444449
0.172413793103448,5,13,14,11.2395342104262,0.0676647237670319,0.903483176399961,0.0903097081174112,0.680542588628603,1.09,1.09,0.2,0.125,82.2959933597731,8e+06,27203.7822351037,5037.41317958674,0,17,22,0.9,0.300847388336948,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,98,-635.130754380286,,,0.0104965012860454
0.172413793103448,5,13,14,14.001562720313,0.0546896220935177,0.419048174175434,0.686191691054427,0.110970612959896,1.09,1.09,0.2,0.125,39.7129191105497,8e+06,375.992560861775,14192.6198490967,0,17,22,0.9,0.454050540359561,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,98,-674.424560727714,,,0.00136560273638195
0.172413793103448,5,13,14,4.89136260104019,0.125194860618796,0.0295377862823982,0.693746820796056,0.192544965305051,1.09,1.09,0.2,0.125,95.655997382012,8e+06,14275.3114259477,2090.42224149034,0,17,22,0.9,0.279888985096127,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,99,-629.782723926792,,,0.00537704696815685
0.172413793103448,5,13,14,17.5585872116598,0.0704734684131784,0.648311035388573,0.0802866558643682,0.589852126668735,1.09,1.09,0.2,0.125,956.100954961355,8e+06,10107.4451181143,10460.6644321323,0,17,22,0.9,0.307220699612515,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,99,-642.816844815794,,,0.00996174334298775
0.172413793103448,5,13,14,12.6925720643683,0.10584886462974,0.863984485033186,0.0667286183363865,0.562272597932807,1.09,1.09,0.2,0.125,93.2663129106924,8e+06,29134.7419195478,11384.6780602862,0,17,22,0.9,0.297431385795548,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,100,-638.396025152859,,,0.00876626222898663
0.172413793103448,5,13,14,5.69794435135519,0.126576135111993,0.58990647323834,0.249553688641836,0.150150753440384,1.09,1.09,0.2,0.125,2374.56611934398,8e+06,26549.2623097523,10196.1108684212,0,17,22,0.9,0.279842346431914,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,100,-630.605822163405,,,0.0097869291087107
0.206896551724138,5,13,14,13.4531515613605,0.0539081473531144,0.823781474476737,0.115162406546323,0.634576561298832,1.09,1.09,0.2,0.125,146.531731851884,8e+06,11666.9806197169,6135.98075886359,0,17,22,0.9,0.309043415327641,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,101,-643.412177556793,,,0.00352088473223548
0.206896551724138,5,13,14,11.0027064751189,0.130805506434819,0.861773405031125,0.0609021577661726,0.604039787075081,1.09,1.09,0.2,0.125,378.126603190885,8e+06,46295.1405379639,10745.5702586352,0,17,22,0.9,0.293338667091227,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,101,-637.051667705614,,,0.00776622749437867
0.206896551724138,5,13,14,184.050456038329,0.333604337950843,0.86754354487087,0.131690196663193,0.917687992520167,1.09,1.09,0.2,0.125,29.1185562052916,8e+06,16819.6064597163,6419.98188596,0,17,22,0.9,1.28768880882545,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,102,-757.545981799233,,,0.000402367126834771
0.206896551724138,5,13,14,12.5184000588745,0.111586291749587,0.0251256197770519,0.309083811935392,0.946598918765501,1.09,1.09,0.2,0.125,838.48502974499,8e+06,23156.4535090729,787.537905848687,0,17,22,0.9,0.301930868931574,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,102,-640.720648677283,,,0.00949234070301753
0.206896551724138,5,13,14,28.3377031784704,0.0930874881849142,0.201315149375978,0.0798258113551514,0.622045793610047,1.09,1.09,0.2,0.125,400.905382567999,8e+06,35517.6563885064,5915.94038922491,0,17,22,0.9,0.297342001095934,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,103,-635.850490161514,,,0.00863245385042071
0.206896551724138,5,13,14,9.16425109561066,0.113035835331669,0.880511762493093,0.872002386005064,0.0588615185666287,1.09,1.09,0.2,0.125,400.756850769464,8e+06,12752.2201613828,20336.8977022907,0,17,22,0.9,0.536033692300467,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,103,-678.995895300663,,,0.00257239841360931
0.206896551724138,5,13,14,9.81430845578427,0.0933329944750357,0.931410319830821,0.0690920283774311,0.70655535704578,1.09,1.09,0.2,0.125,57.8113859089787,8e+06,47450.6851637282,4894.73800090505,0,17,22,0.9,0.290167345426175,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,104,-633.053583451829,,,0.00835486084579967
0.206896551724138,5,13,14,4.24198143383292,0.124158341063209,0.948784184730632,0.265720954586853,0.142578956540634,1.09,1.09,0.2,0.125,334.821008731082,8e+06,20616.3267800383,11276.5722389027,0,17,22,0.9,0.281471726473418,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,104,-631.733763766027,,,0.0117287934662821
0.206896551724138,5,13,14,9.27599428903573,0.148868856619285,0.156551362854589,0.20904768976974,0.186281849396574,1.09,1.09,0.2,0.125,17.8417787355487,8e+06,42534.6012924079,7761.8617640347,0,17,22,0.9,0.276964828671681,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,105,-630.525921589919,,,0.00729899397490026
0.206896551724138,5,13,14,13.3441836251008,0.0759680618859328,0.663220592951154,0.0863160316944266,0.676731944475666,1.09,1.09,0.2,0.125,431.796852243659,8e+06,31964.5192132275,4943.21180925442,0,17,22,0.9,0.295120119750034,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,105,-634.602246315048,,,0.00545850712473289
0.206896551724138,5,13,14,10.7716991060192,0.118582968456753,0.936545366512123,0.0638719041381277,0.586199038511542,1.09,1.09,0.2,0.125,430.837904124943,8e+06,39442.182719269,10983.9717305913,0,17,22,0.9,0.298091656879333,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,106,-637.325298282565,,,0.0072729692016151
0.206896551724138,5,13,14,11.9450180803789,0.0485196809398394,0.997662736069164,0.960381206499269,0.0706798622443397,1.09,1.09,0.2,0.125,116.195371709779,8e+06,2491.30301141985,9587.89787168909,0,17,22,0.9,0.481269097437615,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,106,-694.595814318567,,,0.0125853210675537
0.206896551724138,5,13,14,34.0260714590424,0.116894983219122,0.0310882149469156,0.0944031596977091,0.771378744157821,1.09,1.09,0.2,0.125,1433.46917605415,8e+06,44965.7211030469,3422.67474611776,0,17,22,0.9,0.289267556214475,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,107,-635.349844856182,,,0.0131834199958076
0.206896551724138,5,13,14,4.23480490910666,0.128377429488646,0.91245946498294,0.252212443885139,0.154728918440205,1.09,1.09,0.2,0.125,89.4123245410507,8e+06,25517.007172322,10010.9475999388,0,17,22,0.9,0.280901728844144,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,107,-630.164967758103,,,0.0123974375129714
0.206896551724138,5,13,14,9.37367147757312,0.137570776474136,0.987826278986605,0.0602961169091416,0.608583887860386,1.09,1.09,0.2,0.125,770.123663133139,8e+06,46838.0857154981,13486.9525594862,0,17,22,0.9,0.290893542284409,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,108,-638.825123871829,,,0.0101231969081207
0.206896551724138,5,13,14,13.7394931045018,0.0796979265382793,0.797349267311284,0.0756575230938433,0.634515483056964,1.09,1.09,0.2,0.125,3.11568523320957,8e+06,27632.5796558162,7002.27216890488,0,17,22,0.9,0.29418397108342,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,108,-635.24258512216,,,0.0105413404106267
0.206896551724138,5,13,14,12.38902575276,0.0945682301050572,0.938079795112183,0.0696391265945187,0.551872066536655,1.09,1.09,0.2,0.125,81.6399970619473,8e+06,6601.0462964981,16047.5693264142,0,17,22,0.9,0.310974869222764,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,109,-641.261994961872,,,0.0089146802985885
0.206896551724138,5,13,14,3070.97351914984,0.337718950589627,0.00731336100634101,0.554341941389567,0.227394934696792,1.09,1.09,0.2,0.125,321.350012168332,8e+06,19200.5910937097,11391.8742184702,0,17,22,0.9,1.29730290059871,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,109,-758.782759137316,,,0.000279936995595162
0.206896551724138,5,13,14,5.43291115945325,0.147708950877894,0.685295098836121,0.135248136447248,0.202761394890906,1.09,1.09,0.2,0.125,27.7416857224795,8e+06,65237.0706346869,10647.0156219475,0,17,22,0.9,0.274463956047638,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,110,-630.432008485331,,,0.0105442404877092
0.206896551724138,5,13,14,14.2707622120777,0.0584006467272147,0.493847054059325,0.183114606268907,0.712875068756054,1.09,1.09,0.2,0.125,1606.71718916909,8e+06,15865.6609881417,2622.395267695,0,17,22,0.9,0.302135831180898,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,110,-636.979054686002,,,0.00812338573253376
0.206896551724138,5,13,14,4.58797232205432,0.139813923286439,0.853360307137061,0.162257033423498,0.180921793771878,1.09,1.09,0.2,0.125,183.152248874187,8e+06,50159.5714360538,11070.2598401152,0,17,22,0.9,0.279309604467717,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,111,-631.006825691355,,,0.00459008736411034
0.206896551724138,5,13,14,287.71231981266,0.664108166470601,0.0656231835309472,0.783850383214099,0.153784389268713,1.09,1.09,0.2,0.125,114.194220943629,8e+06,18142.0232634691,12363.2495324424,0,17,22,0.9,1.28908934722098,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,111,-758.662469843898,,,0.000286774829472129
0.206896551724138,5,13,14,13.315381856274,0.117261454211581,0.7102947415329,0.0631340067285223,0.602736456588287,1.09,1.09,0.2,0.125,77.1953018399127,8e+06,43508.8115960917,8721.85731650135,0,17,22,0.9,0.290518185374227,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,112,-632.756096560403,,,0.00596368881341767
0.206896551724138,5,13,14,14.4760889260667,0.0528461475893555,0.618229743102819,0.158485714915152,0.661682509436589,1.09,1.09,0.2,0.125,979.127132624929,8e+06,10350.1136760767,4454.57995553728,0,17,22,0.9,0.296503745593056,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,112,-640.342832311845,,,0.0054735476506126
