"M_0","V_0","K_0","R_0","b_q","b_a","b_p","p_S","p_H_cond_S","phi_E","phi_U","phi_S","h_V","gamma","N_0","E_0","z_0","C_0","social_distancing_start_time","quarantine_start_time","PCR_sens","sigma_M","beta_w_3","beta_w_2","beta_w_1","beta_w_0","g_0","g_F","sigma_epsilon","G_w_y_scaling","msg","iter_num","param_index","loglik","nfail","trace_num","loglist.se"
5,13,14,11.1985843033809,0.170945783809958,0,0.387692180747824,0.193961882676861,0.166088732780699,1.09,1.09,0.2,0.125,7.28397387767089,8e+06,42827.3817097101,10036.1705649355,0,17,22,0.9,0.278338353806976,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",10,32,-1.45100879407937,NA,NA,0.0088184537679007
