"M_0","V_0","K_0","R_0","b_q","b_a","b_p","p_S","p_H_cond_S","phi_E","phi_U","phi_S","h_V","gamma","N_0","E_0","z_0","C_0","social_distancing_start_time","quarantine_start_time","PCR_sens","sigma_M","beta_w_3","beta_w_2","beta_w_1","beta_w_0","g_0","g_F","sigma_epsilon","G_w_y_scaling","msg","iter_num","param_index","loglik","nfail","trace_num","loglist.se"
"5","13","14","1.80049485317469","0.0368155633473767","8.18944339451141e-06","0","0.0519631291613193","0.0561650725050471","1.08999925195379","1.08999925195379","0.19999996657433","0.124999971058728","0.0386558376251369","8e+06","69.5439172069333","68.0705223455821","0","17","22","0.899999927361511","0.229518894503109","0.0121501564940156","0.981008495389421","-37.2348106843616","229.4094","1183.29999951399","0.116200046656601","109.1121","0.161999958998091","mif1","1","1","-634.400709297124",NA,NA,"0.00237712429125735"
"5","13","14","198.436113911101","0.258127382905265","0.999994013828366","0","0.99997185225054","0.967242571194858","1.09","1.09","0.2","0.125","231.854123385936","8000000.61871946","51003.0926854931","29911.5783699186","0","17","22","0.9","0.277029714647989","0.01215073","0.9810086","-37.23481","229.409400333076","1183.3","0.1162005","109.112100583856","0.162","mif1","50","500","-614.40138085134",NA,NA,"0.496077549824028"
