"","b_a","M_0","V_0","K_0","R_0","b_q","b_p","p_S","p_H_cond_S","phi_E","phi_U","phi_S","h_V","gamma","N_0","E_0","z_0","C_0","social_distancing_start_time","quarantine_start_time","PCR_sens","sigma_M","beta_w_3","beta_w_2","beta_w_1","beta_w_0","g_0","g_F","sigma_epsilon","G_w_y_scaling","msg","iter_num","param_index","loglik","nfail","trace_num","loglist.se","Antibody_Mean_LL","Antibody_LL_SE","Median_Herd_Immunity","combo_num","sim_subset_index","duration_of_symp_1","duration_of_symp_2","duration_of_symp","gamma_total","Beta","R_0_P","R_0_A","R_0_S_1","R_0_S_2","R_0_NGM"
"1",0.0689655172413793,5,13,14,6.0988220522765,0.234374552982329,0.940248982477715,0.148860980540973,0.156954727123793,1.09,1.09,0.2,0.125,6.33321824194053,8e+06,63566.3358495927,13443.0344642907,0,17,22,0.9,0.270932682115006,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,44,-627.430014432908,NA,NA,0.0088398919743966,-24.4168864440368,0.00239017644569542,0.199832875,13,1,5,0.15789760620875,5.15789760620875,0.193877443165266,1.18242402581531,1.0199752175505,0.34703697445422,0.880083999490359,0.0234304464858295,2.27052663798091
