"","b_a","M_0","V_0","K_0","R_0","b_q","b_p","p_S","p_H_cond_S","phi_E","phi_U","phi_S","h_V","gamma","N_0","E_0","z_0","C_0","social_distancing_start_time","quarantine_start_time","PCR_sens","sigma_M","beta_w_3","beta_w_2","beta_w_1","beta_w_0","g_0","g_F","sigma_epsilon","G_w_y_scaling","msg","iter_num","param_index","loglik","nfail","trace_num","loglist.se","Antibody_Mean_LL","Antibody_LL_SE","Median_Herd_Immunity","combo_num","sim_subset_index","duration_of_symp_1","duration_of_symp_2","duration_of_symp","gamma_total","Beta","R_0_P","R_0_A","R_0_S_1","R_0_S_2","R_0_NGM"
"1",0.96551724137931,5,13,14,3.08323595113733,0.163872954855102,0.986547518875655,0.154388023488546,0.173514416164415,1.09,1.09,0.2,0.125,11.7279140078922,8e+06,54806.4054783824,11625.0083667271,0,17,22,0.9,0.275829955081216,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",1,478,-628.763764835152,NA,NA,0.0120625654668879,-24.5051182509099,0.00186562123470134,0.2021783125,94,1,5,0.0852666552062932,5.08526665520629,0.196646521766209,0.606307625575684,0.548762645584478,2.47510822583389,0.468033179693316,0.00659661514422679,3.49850066625591
