"","b_a","M_0","V_0","K_0","R_0","b_q","b_p","p_S","p_H_cond_S","phi_E","phi_U","phi_S","h_V","gamma","N_0","E_0","z_0","C_0","social_distancing_start_time","quarantine_start_time","PCR_sens","sigma_M","beta_w_3","beta_w_2","beta_w_1","beta_w_0","g_0","g_F","sigma_epsilon","G_w_y_scaling","msg","iter_num","param_index","loglik","nfail","trace_num","loglist.se","Antibody_Mean_LL","Antibody_LL_SE","Median_Herd_Immunity","combo_num","sim_subset_index","duration_of_symp_1","duration_of_symp_2","duration_of_symp","gamma_total","Beta","R_0_P","R_0_A","R_0_S_1","R_0_S_2","R_0_NGM"
"1",0.689655172413793,5,13,14,4.93040385730522,0.154109098767869,0.462037014938493,0.148627975867956,0.183642441322138,1.09,1.09,0.2,0.125,2.66360663910685,8e+06,55541.0154281475,11957.9937274547,0,17,22,0.9,0.282757869840358,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,343,-629.022761379489,NA,NA,0.00628093347642198,-24.5034363145361,0.00207656757830168,0.2082880625,76,1,5,0.37543081073537,5.37543081073537,0.186031601039843,0.917210923347506,0.388793942286661,2.69271627712547,0.681616014905594,0.0417811232119956,3.80490735752972
