"","b_a","M_0","V_0","K_0","R_0","b_q","b_p","p_S","p_H_cond_S","phi_E","phi_U","phi_S","h_V","gamma","N_0","E_0","z_0","C_0","social_distancing_start_time","quarantine_start_time","PCR_sens","sigma_M","beta_w_3","beta_w_2","beta_w_1","beta_w_0","g_0","g_F","sigma_epsilon","G_w_y_scaling","msg","iter_num","param_index","loglik","nfail","trace_num","loglist.se","Antibody_Mean_LL","Antibody_LL_SE","Median_Herd_Immunity","combo_num","sim_subset_index","duration_of_symp_1","duration_of_symp_2","duration_of_symp","gamma_total","Beta","R_0_P","R_0_A","R_0_S_1","R_0_S_2","R_0_NGM"
"1",0.344827586206897,5,13,14,6.32564060232701,0.161541561989943,0.464887823206509,0.162384821178101,0.154602580601576,1.09,1.09,0.2,0.125,253.068497643899,8e+06,46679.5004637343,14443.0946095928,0,17,22,0.9,0.277686946796011,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121,0.162,"mif1",2,168,-629.000999152521,NA,NA,0.0105899176137504,-25.1598200139465,0.00399009381511411,0.18515625,43,1,5,0.00395149933440998,5.00395149933441,0.199842064842757,1.26412907942221,0.539154326591413,1.82560983605897,1.02637687254007,0.000685740317308527,3.39182677550776
