"Sim","Week","Week_Ending_in_Date","G_w_2020_pred"
94,4,2020-01-25,16914.6036431848
94,5,2020-02-01,16960.0924061794
94,6,2020-02-08,16223.1049181503
94,7,2020-02-15,14359.2685176344
94,8,2020-02-22,12365.5125571173
94,9,2020-02-29,11553.5534596721
94,10,2020-03-07,11212.9870864086
94,11,2020-03-14,10681.4000921439
94,12,2020-03-21,9711.21480611238
94,13,2020-03-28,9153.76139311207
94,14,2020-04-04,9052.66055775244
94,15,2020-04-11,9035.88392694256
95,2,2020-01-11,12922.8615727793
95,3,2020-01-18,13916.6473344156
95,4,2020-01-25,14187.9414300633
95,5,2020-02-01,14233.430193058
95,6,2020-02-08,13496.4427050289
95,7,2020-02-15,11632.6063045129
95,8,2020-02-22,9638.85034399586
95,9,2020-02-29,8826.89124655059
95,10,2020-03-07,8486.32487328711
95,11,2020-03-14,7954.73787902247
95,12,2020-03-21,6984.55259299092
95,13,2020-03-28,6427.09917999062
95,14,2020-04-04,6325.99834463098
95,15,2020-04-11,6309.22171382111
96,2,2020-01-11,14543.0846664814
96,3,2020-01-18,15536.8704281177
96,4,2020-01-25,15808.1645237654
96,5,2020-02-01,15853.6532867601
96,6,2020-02-08,15116.665798731
96,7,2020-02-15,13252.829398215
96,8,2020-02-22,11259.073437698
96,9,2020-02-29,10447.1143402527
96,10,2020-03-07,10106.5479669892
96,11,2020-03-14,9574.96097272458
96,12,2020-03-21,8604.77568669303
96,13,2020-03-28,8047.32227369273
96,14,2020-04-04,7946.22143833309
96,15,2020-04-11,7929.44480752322
97,2,2020-01-11,14072.9729909025
97,3,2020-01-18,15066.7587525388
97,4,2020-01-25,15338.0528481865
97,5,2020-02-01,15383.5416111812
97,6,2020-02-08,14646.5541231521
97,7,2020-02-15,12782.7177226361
97,8,2020-02-22,10788.9617621191
97,9,2020-02-29,9977.00266467379
97,10,2020-03-07,9636.43629141031
97,11,2020-03-14,9104.84929714567
97,12,2020-03-21,8134.66401111412
97,13,2020-03-28,7577.21059811381
97,14,2020-04-04,7476.10976275418
97,15,2020-04-11,7459.3331319443
98,2,2020-01-11,13629.6676388445
98,3,2020-01-18,14623.4534004808
98,4,2020-01-25,14894.7474961285
98,5,2020-02-01,14940.2362591232
98,6,2020-02-08,14203.2487710941
98,7,2020-02-15,12339.4123705781
98,8,2020-02-22,10345.6564100611
98,9,2020-02-29,9533.69731261579
98,10,2020-03-07,9193.1309393523
98,11,2020-03-14,8661.54394508766
98,12,2020-03-21,7691.35865905612
98,13,2020-03-28,7133.90524605581
98,14,2020-04-04,7032.80441069618
98,15,2020-04-11,7016.0277798863
99,2,2020-01-11,14085.9427859774
99,3,2020-01-18,15079.7285476138
99,4,2020-01-25,15351.0226432615
99,5,2020-02-01,15396.5114062561
99,6,2020-02-08,14659.523918227
99,7,2020-02-15,12795.6875177111
99,8,2020-02-22,10801.931557194
99,9,2020-02-29,9989.97245974877
99,10,2020-03-07,9649.40608648528
99,11,2020-03-14,9117.81909222064
99,12,2020-03-21,8147.6338061891
99,13,2020-03-28,7590.18039318879
99,14,2020-04-04,7489.07955782916
99,15,2020-04-11,7472.30292701928
100,2,2020-01-11,14759.3432827633
100,3,2020-01-18,15753.1290443997
100,4,2020-01-25,16024.4231400474
100,5,2020-02-01,16069.911903042
100,6,2020-02-08,15332.9244150129
100,7,2020-02-15,13469.088014497
100,8,2020-02-22,11475.3320539799
100,9,2020-02-29,10663.3729565346
100,10,2020-03-07,10322.8065832711
100,11,2020-03-14,9791.21958900651
100,12,2020-03-21,8821.03430297496
100,13,2020-03-28,8263.58088997466
100,14,2020-04-04,8162.48005461502
100,15,2020-04-11,8145.70342380515
