"g_F","g_0","Beta_w_3","Beta_w_2","Beta_w_1","Beta_w_0","sigma_epsilon"
0.813403283170921,8283.10184578052,0.085055100228457,6.86706002161943,-260.643703566113,1605.86603969382,763.78447778521
