"M_0","V_0","K_0","R_0","b_q","b_a","b_p","p_S","p_H_cond_S","phi_E","phi_U","phi_S","h_V","gamma","N_0","E_0","z_0","C_0","social_distancing_start_time","quarantine_start_time","PCR_sens","sigma_M","beta_w_3","beta_w_2","beta_w_1","beta_w_0","g_0","g_F","sigma_epsilon","G_w_y_scaling","msg","iter_num","param_index","loglik","nfail","trace_num","loglist.se"
"5","13","14","1.25139016141928","0.032958743475313","0","7.33705568593206e-05","0.0615734211040543","0.0147896940897889","1.09","1.09","0.2","0.125","0.117686974191009","8e+06","4.7772900755979","100.522838116017","0","17","22","0.9","0.261552374408361","0.01215073","0.9810086","-37.23481","229.4094","1183.3","0.1162005","109.1121","0.162","mif1","1","1","-647.315527692885",NA,NA,"0.00179899654904574"
"5","13","14","230.464267481848","0.351270532246046","0","0.99999723525647","0.999980241345","0.984119378815289","1.09","1.09","0.2","0.125","408.924199654106","8e+06","52906.7865005015","25775.9440477524","0","17","22","0.9","0.352263371943179","0.01215073","0.9810086","-37.23481","229.4094","1183.3","0.1162005","109.1121","0.162","mif1","50","500","-627.319452181605",NA,NA,"0.62032161977592"
